* *
757.752 200
754.457 190
751.163 180
751.163 170
761.047 160
761.047 160
770.93 150
770.93 150
770.93 140
775.872 130
770.93 120
770.93 110
770.93 100
770.93 90
770.93 90
761.047 80
761.047 80
756.105 70
751.163 60
751.163 50
751.163 50
741.279 50
736.337 40
736.337 30
731.395 20
731.395 10
731.395 10
726.453 0
* *
770.93 0
780.814 10
790.698 10
800.581 10
800.581 10
800.581 20
800.581 30
810.465 40
810.465 40
820.349 50
820.349 50
830.233 60
830.233 60
840.116 70
840.116 70
850 80
* *
850 100
840.116 110
840.116 110
830.233 110
820.349 120
820.349 130
830.233 140
830.233 140
840.116 150
840.116 150
850 160
* *
850 330
840.116 330
830.233 340
830.233 340
820.349 340
810.465 350
810.465 350
800.581 360
800.581 360
790.698 370
790.698 370
780.814 380
780.814 380
770.93 390
770.93 390
761.047 400
761.047 400
751.163 410
751.163 410
741.279 420
741.279 420
731.395 430
731.395 430
721.512 440
721.512 440
711.628 450
711.628 450
701.744 460
701.744 460
691.86 470
691.86 480
691.86 480
681.977 490
681.977 490
672.093 500
672.093 510
672.093 520
672.093 520
662.209 530
662.209 540
662.209 550
662.209 560
662.209 560
652.326 570
652.326 580
652.326 590
652.326 600
* *
168.023 0
158.14 10
158.14 10
158.14 20
154.845 30
148.256 40
148.256 40
144.961 50
143.314 60
141.667 70
138.372 80
138.372 80
133.43 90
128.488 95
123.547 100
118.605 105
113.663 110
108.721 115
105.426 120
98.8372 126.667
96.8605 130
92.907 140
88.9535 150
88.9535 150
84.0116 160
79.0698 170
79.0698 170
73.1395 180
69.186 190
69.186 190
64.2442 200
59.3023 210
59.3023 210
57.3256 220
54.3605 230
51.8895 240
49.4186 245
46.124 250
39.5349 256.667
37.064 260
34.593 270
37.064 280
32.1221 290
29.6512 300
29.6512 300
28.0039 310
26.3566 320
23.062 330
21.4147 340
21.1794 350
19.7674 355
17.7907 360
18.1202 370
19.7674 380
19.7674 380
23.062 390
26.3566 400
29.6512 410
29.6512 410
35.5814 420
39.5349 426.667
42.8295 430
49.4186 435
56.0078 440
59.3023 443.333
64.2442 450
69.186 455
74.1279 460
79.0698 466.667
82.3643 470
88.9535 480
88.9535 480
95.5426 490
98.8372 495
102.132 500
108.721 506.667
118.605 510
118.605 510
128.488 517.5
133.43 520
138.372 522.5
148.256 530
148.256 530
158.14 530
168.023 532
177.907 537.5
180.378 540
187.791 546
197.674 547.143
207.558 549.091
208.97 550
215.465 560
217.442 561.667
227.326 561.667
237.209 561.667
247.093 561.667
256.977 561.667
266.86 563.333
276.744 564.286
286.628 565.714
296.512 568
306.395 566
316.279 562.5
321.221 560
326.163 558.333
336.047 555
345.93 550
345.93 550
355.814 543.333
360.756 540
365.698 536.667
375.581 530
375.581 530
385.465 523.333
390.407 520
395.349 516.667
405.233 513.333
415.116 510
415.116 510
425 500
434.884 500
444.767 500
444.767 500
454.651 490
464.535 490
474.419 490
484.302 490
484.302 490
494.186 480
494.186 480
504.07 470
504.07 470
513.953 460
513.953 460
523.837 453.333
533.721 450
543.605 450
553.488 450
563.372 450
573.256 453.333
583.14 455
593.023 457.5
602.907 454
612.791 450
612.791 450
620.698 440
622.674 436.667
629.264 430
632.558 425
635.853 420
642.442 410
642.442 410
652.326 400
652.326 400
655.62 390
658.915 380
662.209 370
662.209 370
667.151 360
672.093 350
672.093 350
677.035 340
681.977 330
681.977 330
691.86 320
691.86 320
696.802 310
701.744 305
706.686 300
711.628 295
716.57 290
721.512 280
721.512 280
721.512 270
731.395 260
731.395 260
734.69 250
735.349 240
735.349 230
734.69 220
731.395 213.333
729.419 210
725.748 200
721.512 190
721.512 190
718.688 180
716.57 170
716.57 160
716.57 150
719.535 140
721.512 135
722.924 130
721.512 120
721.512 120
719.041 110
714.099 100
711.628 95
708.333 90
701.744 80
701.744 80
696.802 70
691.86 60
691.86 60
686.919 50
681.977 40
681.977 30
681.977 30
672.093 30
672.093 30
662.209 40
652.326 40
652.326 40
642.442 50
642.442 50
632.558 60
632.558 60
622.674 70
612.791 70
602.907 70
593.023 70
583.14 70
573.256 70
573.256 70
563.372 73.3333
553.488 75
543.605 70
543.605 70
533.721 70
523.837 70
513.953 60
513.953 60
504.07 50
504.07 50
494.186 50
494.186 50
484.302 60
474.419 60
474.419 60
464.535 70
454.651 70
444.767 70
444.767 70
434.884 80
425 80
415.116 80
415.116 80
405.233 90
395.349 90
385.465 90
375.581 90
365.698 90
355.814 80
355.814 80
345.93 80
336.047 70
336.047 70
326.163 60
326.163 60
316.279 50
316.279 50
306.395 40
306.395 40
296.512 30
296.512 30
286.628 20
286.628 20
276.744 10
276.744 10
266.86 6.66667
256.977 0
* *
286.628 0
296.512 5
301.453 10
306.395 15
311.337 20
316.279 25
321.221 30
326.163 35
331.105 40
336.047 45
345.93 45
355.814 45
365.698 45
375.581 50
375.581 50
385.465 60
395.349 55
405.233 50
405.233 50
415.116 40
415.116 40
425 36.6667
434.884 35
444.767 30
444.767 30
454.651 25
464.535 20
464.535 20
474.419 20
484.302 10
484.302 10
494.186 0
* *
504.07 0
513.953 10
513.953 10
523.837 20
523.837 20
533.721 30
543.605 30
553.488 30
553.488 30
563.372 40
573.256 35
583.14 30
583.14 30
593.023 20
593.023 20
602.907 10
602.907 10
612.791 10
622.674 0
* *
425 0
415.116 10
415.116 10
405.233 20
405.233 20
395.349 25
385.465 20
385.465 20
375.581 16.6667
365.698 15
355.814 15
345.93 10
345.93 10
336.047 0
* *
306.395 0
306.395 0
306.395 0
* *
276.744 30
266.86 20
266.86 20
256.977 12.5
253.682 10
247.093 5
237.209 4
227.326 3.33333
217.442 6.66667
207.558 10
197.674 10
197.674 10
187.791 15
177.907 20
177.907 20
174.612 30
172.965 40
168.023 50
168.023 50
163.081 60
161.434 70
158.14 80
158.14 80
154.845 90
148.256 100
148.256 100
138.372 105
133.43 110
128.488 115
123.547 120
118.605 125
113.663 130
108.721 133.333
103.779 140
98.8372 150
98.8372 150
94.8837 160
88.9535 170
88.9535 170
84.0116 180
79.0698 190
79.0698 190
75.1163 200
71.1628 210
69.186 220
69.186 220
65.2326 230
63.2558 240
59.3023 250
59.3023 250
52.7132 260
49.4186 265
46.9477 270
47.4419 280
42.8295 290
39.5349 294
35.8285 300
33.6047 310
33.887 320
31.2984 330
29.6512 340
29.6512 340
28.2392 350
26.3566 360
26.3566 370
28.0039 380
29.6512 385
31.2984 390
34.593 400
37.8876 410
39.5349 412.5
46.9477 420
49.4186 422.5
59.3023 430
59.3023 430
67.2093 440
69.186 442.5
75.1163 450
79.0698 454
88.9535 460
88.9535 460
96.3663 470
98.8372 475
101.308 480
108.721 490
108.721 490
118.605 500
118.605 500
128.488 505
135.078 510
138.372 512
148.256 520
148.256 520
158.14 520
168.023 523.333
177.907 527.5
181.202 530
187.791 536.667
197.674 540
197.674 540
207.558 544.545
216.03 550
217.442 552
227.326 554.286
237.209 554.286
247.093 553.333
256.977 554.286
266.86 555
276.744 556.667
286.628 558.333
296.512 558
306.395 556
316.279 553.333
326.163 550
326.163 550
336.047 545
343.459 540
345.93 536.667
352.519 530
355.814 526.667
365.698 520
365.698 520
375.581 513.333
380.523 510
385.465 507.5
395.349 502.5
405.233 500
405.233 500
411.822 490
415.116 485
420.058 480
425 470
434.884 470
434.884 470
444.767 460
444.767 460
454.651 455
464.535 450
474.419 450
484.302 450
494.186 450
494.186 450
504.07 445
513.953 440
523.837 440
533.721 440
533.721 440
543.605 437.143
550.194 440
553.488 441.667
563.372 443.75
573.256 445
583.14 446.25
593.023 447.143
602.907 440
602.907 440
612.791 437.5
617.733 430
621.262 420
622.674 416.667
627.616 410
632.558 403.333
635.853 400
639.971 390
642.442 380
642.442 380
642.442 370
642.442 360
647.384 350
652.326 340
652.326 340
657.267 330
662.209 320
662.209 320
672.093 310
672.093 310
677.035 300
681.977 290
681.977 290
691.86 280
691.86 280
701.744 270
701.744 270
706.686 260
711.628 250
711.628 250
721.512 240
721.512 240
721.512 230
721.512 220
721.512 220
719.535 210
718.217 200
714.452 190
711.628 180
711.628 180
708.333 170
706.686 160
707.674 150
709.651 140
711.628 130
711.628 130
711.628 130
708.333 120
705.039 110
701.744 105
691.86 100
691.86 100
681.977 90
681.977 90
672.093 80
672.093 80
662.209 75
652.326 75
642.442 80
632.558 80
632.558 80
622.674 82.5
612.791 84
602.907 83.3333
593.023 83.3333
583.14 85
573.256 85
563.372 86
553.488 88
543.605 90
533.721 87.5
523.837 86.6667
513.953 87.5
504.07 90
494.186 86.6667
484.302 86.6667
474.419 90
464.535 90
464.535 90
454.651 93.3333
444.767 95
434.884 100
425 100
425 100
415.116 106.667
405.233 107.5
395.349 110
385.465 110
385.465 110
375.581 112.5
370.64 110
365.698 107.5
355.814 100
355.814 100
345.93 92.5
342.636 90
336.047 85
329.457 80
326.163 77.5
316.279 70
316.279 70
310.349 60
306.395 56
300.465 50
296.512 46
289.099 40
286.628 37.5
276.744 30
276.744 30
* *
266.86 33.3333
261.919 30
256.977 26.6667
250.388 20
247.093 17.5
237.209 16.6667
227.326 20
227.326 20
217.442 25
207.558 30
197.674 30
197.674 30
197.674 40
192.733 50
187.791 60
187.791 60
182.849 70
177.907 80
177.907 80
177.907 90
168.023 100
168.023 100
161.434 110
158.14 113.333
148.256 120
148.256 120
138.372 126.667
135.078 130
128.488 135
121.899 140
118.605 142.5
111.192 150
108.721 152.5
103.779 160
99.9354 170
98.8372 172.5
93.8953 180
90.189 190
88.9535 192.5
84.0116 200
80.4817 210
79.0698 220
79.0698 220
75.1163 230
72.4806 240
70.8333 250
69.186 255
66.7151 260
61.2791 270
59.3023 280
59.3023 280
51.0659 290
49.4186 292
42.8295 300
39.5349 306.667
38.5465 310
39.5349 315
40.7703 320
39.5349 330
39.5349 330
37.8876 340
37.5581 350
35.5814 360
35.5814 370
37.5581 380
39.5349 390
39.5349 390
43.4884 400
49.4186 407.5
51.3953 410
59.3023 418
60.9496 420
69.186 430
69.186 430
77.093 440
79.0698 442.5
88.9535 450
88.9535 450
98.8372 457.5
101.308 460
106.744 470
108.721 473.333
115.31 480
118.605 483.333
125.194 490
128.488 492.5
138.372 500
138.372 500
148.256 507.5
153.198 510
158.14 511.667
168.023 515.714
175.436 520
177.907 521.25
187.791 528.571
189.767 530
197.674 534.444
207.558 540
207.558 540
217.442 544.286
227.326 546.667
237.209 546.667
247.093 545.714
256.977 546.667
266.86 547.143
276.744 548.333
286.628 550
286.628 550
286.628 550
296.512 548.333
306.395 546.667
316.279 544
326.163 540
326.163 540
336.047 533.333
338.517 530
345.93 520
345.93 520
355.814 510
355.814 510
365.698 506.667
375.581 500
375.581 500
385.465 495
392.054 490
395.349 485
400.291 480
405.233 470
405.233 470
411.822 460
415.116 450
415.116 450
425 440
425 440
434.884 430
434.884 430
444.767 420
454.651 420
464.535 423.333
474.419 430
474.419 430
484.302 430
494.186 430
494.186 430
504.07 425
513.953 425
523.837 426.667
533.721 427.5
543.605 430
543.605 430
553.488 433.333
563.372 436
573.256 437.5
583.14 440
583.14 440
593.023 440
593.023 440
602.907 432.857
607.849 430
612.791 423.333
614.203 420
617.733 410
622.674 400
622.674 400
625.969 390
625.969 380
625.969 370
625.969 360
625.969 350
627.616 340
632.558 330
632.558 330
637.5 320
642.442 310
642.442 310
649.855 300
652.326 295
655.62 290
662.209 280
662.209 280
672.093 270
672.093 270
681.977 265
686.919 260
691.86 250
691.86 250
698.45 240
701.744 235
705.039 230
707.674 220
709.157 210
709.157 200
706.686 190
704.568 180
701.744 173.333
700.332 170
697.508 160
698.45 150
700.332 140
699.273 130
691.86 122.5
681.977 120
681.977 120
672.093 113.333
667.151 110
662.209 105
652.326 100
652.326 100
642.442 96.6667
632.558 96.6667
622.674 95
612.791 95
602.907 92.5
593.023 92.5
583.14 94
573.256 95
563.372 96
553.488 98
543.605 98.3333
533.721 100
533.721 100
523.837 103.333
513.953 103.333
504.07 106.667
494.186 106.667
484.302 110
474.419 110
474.419 110
464.535 113.333
454.651 113.333
444.767 116.667
434.884 120
425 120
425 120
415.116 122.5
405.233 122.5
395.349 125
385.465 125
375.581 124
365.698 120
365.698 120
355.814 115
349.225 110
345.93 106.667
339.341 100
336.047 97.5
326.163 90
326.163 90
316.279 82.5
312.984 80
306.395 73.3333
303.924 70
298.983 60
296.512 57.5
286.628 50
286.628 50
276.744 43.3333
273.45 40
266.86 33.3333
* *
256.977 43.3333
252.035 40
247.093 35
237.209 36.6667
227.326 40
227.326 40
217.442 50
217.442 50
207.558 60
207.558 60
202.616 70
197.674 80
197.674 80
194.38 90
187.791 100
187.791 100
181.202 110
177.907 115
172.965 120
168.023 123.333
158.14 130
158.14 130
148.256 131.429
138.372 136.667
134.419 140
128.488 146
123.547 150
118.605 152.857
111.545 160
108.721 164
105.426 170
100.814 180
98.8372 185
96.3663 190
91.4244 200
88.9535 206.667
87.5415 210
85.2471 220
82.7762 230
80.4817 240
79.0698 250
79.0698 250
75.7752 260
71.1628 270
69.186 280
69.186 280
59.3023 290
59.3023 290
51.0659 300
49.4186 303.333
46.124 310
46.9477 320
47.7713 330
47.4419 340
49.4186 350
46.9477 360
46.9477 370
47.4419 380
49.4186 390
49.4186 390
54.3605 400
59.3023 406.667
61.2791 410
69.186 420
69.186 420
79.0698 430
79.0698 430
88.9535 436.667
92.2481 440
98.8372 445
105.426 450
108.721 453.333
113.663 460
118.605 466.667
121.076 470
128.488 480
128.488 480
138.372 487.5
140.843 490
148.256 496
153.198 500
158.14 503.333
168.023 508.571
170 510
177.907 515
185.814 520
187.791 521.429
197.674 528.333
202.616 530
207.558 531.667
217.442 536
227.326 538
237.209 538
247.093 538
256.977 538.333
266.86 540
266.86 540
276.744 540
286.628 541.667
296.512 540
296.512 540
306.395 538.333
316.279 534
322.868 530
326.163 527.5
336.047 522
337.694 520
345.93 511.667
347.578 510
355.814 504.444
363.721 500
365.698 498.333
375.581 491.667
378.052 490
385.465 482.5
387.442 480
391.395 470
395.349 460
395.349 460
398.643 450
401.938 440
405.233 435
410.174 430
415.116 420
415.116 420
425 413.333
428.295 410
434.884 400
444.767 400
444.767 400
454.651 395
464.535 400
464.535 400
474.419 400
484.302 405
494.186 405
504.07 406.667
513.953 410
513.953 410
523.837 412.5
533.721 415
543.605 417.5
548.547 420
553.488 422.5
563.372 425
573.256 425
583.14 426.667
593.023 425
597.965 420
602.907 416.667
607.849 410
612.791 400
612.791 400
612.791 400
610.32 390
609.496 380
610.32 370
607.849 360
602.907 355
597.965 350
593.023 340
597.965 330
602.907 320
602.907 320
612.791 310
612.791 310
622.674 300
622.674 300
632.558 296.667
642.442 290
642.442 290
648.372 280
652.326 273.333
655.62 270
662.209 260
662.209 260
672.093 250
672.093 250
678.682 240
681.977 235
685.271 230
691.86 220
691.86 220
696.802 210
696.802 200
697.791 190
696.802 180
693.272 170
691.86 165
690.449 160
690.213 150
691.86 145
693.272 140
691.86 136.667
681.977 132
678.682 130
672.093 126
662.209 120
662.209 120
652.326 115
642.442 113.333
632.558 110
632.558 110
622.674 107.5
612.791 107.5
602.907 105
593.023 105
583.14 106.667
573.256 107.5
563.372 110
553.488 110
553.488 110
543.605 113.333
533.721 116.667
523.837 120
513.953 120
513.953 120
504.07 123.333
494.186 125
484.302 126.667
474.419 130
464.535 130
454.651 130
444.767 130
444.767 130
434.884 132
425 134
415.116 134
405.233 135
395.349 136
385.465 137.5
375.581 135
365.698 130
365.698 130
355.814 125
348.401 120
345.93 118
336.047 113.333
331.105 110
326.163 106.667
319.574 100
316.279 96.6667
309.69 90
306.395 87.5
298.983 80
296.512 76.6667
289.922 70
286.628 66.6667
276.744 60
276.744 60
266.86 53.3333
263.566 50
256.977 43.3333
* *
247.093 60
237.209 60
237.209 60
227.326 70
227.326 70
220.736 80
217.442 85
212.5 90
207.558 100
207.558 100
197.674 110
197.674 110
190.262 120
187.791 122.5
180.378 130
177.907 131.667
168.023 136
158.14 137.143
148.256 138.571
145.785 140
138.372 145
133.43 150
128.488 155
118.605 160
118.605 160
111.545 170
108.721 174
105.756 180
102.132 190
98.8372 197.5
97.6017 200
94.6013 210
91.7774 220
88.9535 230
88.9535 230
87.5415 240
86.1296 250
81.7653 260
79.9683 270
79.0698 273.333
76.2458 280
69.186 288.333
67.5388 290
59.3023 300
59.3023 300
55.3488 310
55.3488 320
56.0078 330
57.3256 340
59.3023 350
59.3023 360
59.3023 370
59.3023 380
59.3023 380
62.5969 390
66.7151 400
69.186 405
72.4806 410
79.0698 416.667
84.0116 420
88.9535 422.5
98.8372 430
98.8372 430
108.721 440
108.721 440
118.605 450
118.605 450
128.488 460
128.488 460
135.078 470
138.372 473.333
143.314 480
148.256 485
154.845 490
158.14 492.5
165.552 500
168.023 501.429
177.907 507.5
181.202 510
187.791 513.333
197.674 520
197.674 520
207.558 522
217.442 525
227.326 528
237.209 528
247.093 528.333
256.977 530
256.977 530
266.86 532.857
276.744 532.857
286.628 532
296.512 531.667
306.395 530
306.395 530
316.279 520
316.279 520
326.163 516
336.047 510
336.047 510
345.93 503.333
352.519 500
355.814 498
365.698 490
365.698 490
375.581 480
375.581 480
381.512 470
382.994 460
382.994 450
385.465 440
385.465 440
388.76 430
392.878 420
395.349 416.667
405.233 410
405.233 410
415.116 403.333
418.411 400
425 390
425 390
432.413 380
434.884 376.667
444.767 376.667
454.651 375
464.535 376.667
474.419 380
474.419 380
484.302 383.333
494.186 385
504.07 390
504.07 390
513.953 393.333
523.837 390
533.721 400
533.721 400
543.605 400
553.488 410
553.488 410
563.372 410
573.256 410
583.14 410
583.14 410
593.023 400
593.023 400
593.023 390
593.023 380
593.023 370
593.023 370
583.14 360
583.14 360
573.256 360
563.372 350
563.372 340
563.372 330
573.256 320
573.256 320
573.256 310
583.14 300
583.14 300
593.023 295
597.965 290
602.907 286.667
612.791 285
622.674 280
622.674 280
632.558 276.667
642.442 273.333
644.419 270
649.855 260
652.326 255
655.62 250
662.209 240
662.209 240
668.798 230
672.093 225
675.388 220
681.977 210
681.977 210
684.448 200
685.271 190
685.271 180
683.953 170
683.389 160
681.977 150
681.977 150
672.093 140
672.093 140
662.209 133.333
652.326 130
652.326 130
642.442 127.5
632.558 126.667
622.674 123.333
612.791 123.333
602.907 120
602.907 120
593.023 120
583.14 120
583.14 120
573.256 125
563.372 125
553.488 130
553.488 130
543.605 133.333
533.721 136.667
523.837 140
513.953 140
513.953 140
504.07 143.333
494.186 143.333
484.302 143.333
474.419 143.333
464.535 143.333
454.651 143.333
444.767 143.333
434.884 145
425 146.667
415.116 146.667
405.233 147.5
395.349 147.5
385.465 150
375.581 147.5
365.698 142.5
362.403 140
355.814 135
345.93 130
345.93 130
336.047 127.5
326.163 123.333
321.221 120
316.279 116.667
309.69 110
306.395 105
301.453 100
296.512 96.6667
289.922 90
286.628 86.6667
276.744 80
276.744 80
266.86 70
266.86 70
256.977 63.3333
247.093 60
247.093 60
* *
266.86 90
256.977 85
247.093 83.3333
237.209 85
232.267 90
227.326 93.3333
222.384 100
217.442 105
212.5 110
207.558 115
202.616 120
197.674 125
192.733 130
187.791 132.857
177.907 140
177.907 140
168.023 143.333
158.14 144.286
148.256 146.667
143.314 150
138.372 152.857
131.312 160
128.488 162.5
118.605 170
118.605 170
111.545 180
108.721 186.667
107.623 190
103.779 200
102.132 210
98.8372 220
98.8372 220
97.1899 230
94.6013 240
92.6599 250
88.9535 255
86.2579 260
84.4609 270
82.3643 280
79.0698 287.5
77.093 290
69.186 298
67.5388 300
65.2326 310
66.7151 320
66.7151 330
69.186 340
69.186 340
71.1628 350
71.657 360
71.657 370
75.7752 380
79.0698 390
79.0698 390
85.6589 400
88.9535 405
93.8953 410
98.8372 415
100.814 420
108.721 428
111.192 430
118.605 436
122.558 440
128.488 447.5
130.959 450
138.372 457.5
140.349 460
148.256 470
148.256 470
158.14 480
158.14 480
168.023 490
168.023 490
177.907 495
187.791 500
187.791 500
197.674 507.5
207.558 510
207.558 510
217.442 514
227.326 517.5
237.209 518.333
247.093 520
247.093 520
256.977 523.75
266.86 525.714
276.744 525
286.628 523.333
296.512 522
301.453 520
306.395 518
316.279 511.667
319.574 510
326.163 506.667
336.047 501.667
338.517 500
345.93 495
353.343 490
355.814 488
363.721 480
365.698 476.667
370.64 470
371.628 460
372.287 450
375.581 440
375.581 440
377.558 430
381.512 420
385.465 410
385.465 410
395.349 400
395.349 400
405.233 395
